0,19.0,0
1,18.0,4
2,18.0,8
3,18.0,12
4,18.0,16
5,18.0,20
6,18.0,24
7,18.0,28
8,17.0,31
9,17.0,34
10,17.0,37
11,17.0,40
12,17.0,43
13,17.0,46
14,17.0,49
15,17.0,52
16,17.0,55
17,17.0,58
18,17.0,61
19,17.0,64
20,17.0,67
21,17.0,70
22,17.0,73
23,17.0,76
24,17.0,79
25,20.0,85
26,20.0,91
27,20.0,97
28,20.0,103
29,20.0,109
30,20.0,115
31,20.0,121
32,20.0,127
33,20.0,133
34,20.0,139
35,20.0,145
36,20.0,151
37,21.0,156
38,21.0,161
39,21.0,166
40,21.0,171
41,21.0,176
42,21.0,181
43,21.0,186
44,21.0,191
45,21.0,196
46,21.0,201
47,21.0,206
48,21.0,211
49,21.0,216
50,21.0,221
51,21.0,226
52,23.0,228
53,23.0,230
54,23.0,232
55,23.0,234
56,23.0,236
57,23.0,238
58,23.0,240
59,23.0,242
60,23.0,244
61,23.0,246
62,23.0,248
63,23.0,250
64,23.0,252
65,23.0,254
66,23.0,256
67,23.0,258
68,23.0,260
69,17.0,262
70,17.0,264
71,17.0,266
72,17.0,268
73,17.0,270
74,17.0,272
75,17.0,274
76,17.0,276
77,17.0,278
78,17.0,280
79,17.0,282
80,17.0,284
81,17.0,286
82,17.0,288
83,17.0,290
84,17.0,292
85,17.0,294
86,17.0,296
87,17.0,298
88,17.0,300
89,17.0,302
90,17.0,304
91,17.0,306
92,17.0,308
93,17.0,310
94,17.0,312
95,19.0,317
96,19.0,322
97,19.0,327
98,19.0,332
99,19.0,337
100,19.0,342
101,19.0,347
102,19.0,352
103,19.0,357
104,19.0,362
105,19.0,367
106,19.0,372
107,19.0,377
108,19.0,382
109,19.0,387
110,19.0,392
111,19.0,397
112,19.0,402
113,19.0,407
114,19.0,412
115,17.0,418
116,17.0,424
117,17.0,430
118,17.0,436
119,17.0,442
120,17.0,448
121,17.0,454
122,17.0,460
123,17.0,466
124,17.0,472
125,17.0,478
126,17.0,484
127,17.0,490
128,17.0,496
129,17.0,502
130,20.0,506
131,20.0,510
132,20.0,514
133,20.0,518
134,20.0,522
135,20.0,526
136,20.0,530
137,20.0,534
138,20.0,538
139,20.0,542
140,20.0,546
141,20.0,550
142,20.0,554
143,20.0,558
144,20.0,562
145,20.0,566
146,20.0,570
147,20.0,574
148,20.0,578
149,20.0,582
150,20.0,586
151,20.0,591
152,20.0,596
153,20.0,601
154,20.0,606
155,20.0,611
156,20.0,616
157,20.0,621
158,20.0,626
159,20.0,631
160,20.0,636
161,20.0,641
162,20.0,646
163,20.0,651
164,20.0,656
165,20.0,661
166,20.0,666
167,20.0,671
168,20.0,676
169,20.0,681
170,20.0,686
171,19.0,694
172,19.0,702
173,19.0,710
174,19.0,718
175,19.0,726
176,19.0,734
177,19.0,742
178,19.0,750
179,19.0,758
180,19.0,766
181,19.0,774
182,19.0,782
183,19.0,790
184,19.0,798
185,19.0,806
186,19.0,814
187,19.0,822
188,19.0,830
189,19.0,838
190,25.0,841
191,25.0,844
192,25.0,847
193,25.0,850
194,25.0,853
195,25.0,856
196,25.0,859
197,25.0,862
198,25.0,865
199,25.0,868
200,25.0,871
201,25.0,874
202,25.0,877
203,25.0,880
204,25.0,883
205,25.0,886
206,25.0,889
207,25.0,892
208,25.0,895
209,25.0,898
210,17.0,900
211,17.0,902
212,17.0,904
213,17.0,906
214,17.0,908
215,17.0,910
216,17.0,912
217,17.0,914
218,17.0,916
219,17.0,918
220,17.0,920
221,17.0,922
222,17.0,924
223,17.0,926
224,17.0,928
225,17.0,930
226,17.0,932
227,17.0,934
228,17.0,936
229,18.0,939
230,18.0,942
231,18.0,945
232,18.0,948
233,18.0,951
234,18.0,954
235,18.0,957
236,18.0,960
237,18.0,963
238,18.0,966
239,18.0,969
240,18.0,972
241,18.0,975
242,18.0,978
243,18.0,981
244,18.0,984
245,18.0,987
246,18.0,990
247,18.0,993
248,18.0,996
249,17.0,1001
250,17.0,1006
251,17.0,1011
252,17.0,1016
253,17.0,1021
254,17.0,1026
255,17.0,1031
256,17.0,1036
257,17.0,1041
258,17.0,1046
259,17.0,1051
260,17.0,1056
261,17.0,1061
262,17.0,1066
263,17.0,1071
264,17.0,1076
265,17.0,1081
266,17.0,1086
267,17.0,1091
268,17.0,1096
269,17.0,1101
270,17.0,1106
271,18.0,1109
272,18.0,1112
273,18.0,1115
274,18.0,1118
275,18.0,1121
276,18.0,1124
277,18.0,1127
278,18.0,1130
279,18.0,1133
280,18.0,1136
281,18.0,1139
282,18.0,1142
283,18.0,1145
284,18.0,1148
285,18.0,1151
286,18.0,1154
287,19.0,1159
288,19.0,1164
289,19.0,1169
290,19.0,1174
291,19.0,1179
292,19.0,1184
293,19.0,1189
294,19.0,1194
295,19.0,1199
296,19.0,1204
297,19.0,1209
298,19.0,1214
299,19.0,1219
300,19.0,1224
301,17.0,1226
302,17.0,1228
303,17.0,1230
304,17.0,1232
305,17.0,1234
306,17.0,1236
307,17.0,1238
308,17.0,1240
309,17.0,1242
310,17.0,1244
311,17.0,1246
312,17.0,1248
313,17.0,1250
314,17.0,1252
315,17.0,1254
316,17.0,1256
317,17.0,1258
318,17.0,1260
319,17.0,1262
320,19.0,1266
321,19.0,1270
322,19.0,1274
323,19.0,1278
324,19.0,1282
325,19.0,1286
326,19.0,1290
327,19.0,1294
328,19.0,1298
329,19.0,1302
330,19.0,1306
331,19.0,1310
332,19.0,1314
333,19.0,1318
334,19.0,1322
335,19.0,1326
336,19.0,1330
337,19.0,1334
338,19.0,1338
339,19.0,1342
340,17.0,1352
341,17.0,1362
342,17.0,1372
343,17.0,1382
344,17.0,1392
345,17.0,1402
346,17.0,1412
347,17.0,1422
348,17.0,1432
349,17.0,1442
350,17.0,1452
351,17.0,1462
352,17.0,1472
353,17.0,1482
354,17.0,1492
355,17.0,1502
356,17.0,1512
357,17.0,1522
358,17.0,1532
359,17.0,1542
360,27.0,1544
361,27.0,1546
362,27.0,1548
363,27.0,1550
364,27.0,1552
365,27.0,1554
366,27.0,1556
367,27.0,1558
368,27.0,1560
369,27.0,1562
370,27.0,1564
371,27.0,1566
372,27.0,1568
373,27.0,1570
374,27.0,1572
375,18.0,1580
376,18.0,1588
377,18.0,1592
378,18.0,1596
379,18.0,1600
380,18.0,1604
381,18.0,1608
382,18.0,1612
383,18.0,1616
384,18.0,1620
385,18.0,1624
386,18.0,1628
387,18.0,1632
388,18.0,1636
389,18.0,1640
390,18.0,1644
391,18.0,1648
392,18.0,1652
393,18.0,1656
394,18.0,1660
395,18.0,1664
396,18.0,1668
397,18.0,1672
398,18.0,1676
399,18.0,1680
400,17.0,1683
401,17.0,1686
402,17.0,1689
403,17.0,1692
404,17.0,1695
405,17.0,1698
406,17.0,1701
407,17.0,1704
408,17.0,1707
409,17.0,1710
410,17.0,1713
411,17.0,1716
412,17.0,1719
413,17.0,1722
414,17.0,1725
415,17.0,1728
416,17.0,1731
417,17.0,1734
418,17.0,1737
419,17.0,1740
420,17.0,1743
421,17.0,1746
422,18.0,1750
423,18.0,1754
424,18.0,1758
425,18.0,1762
426,18.0,1766
427,18.0,1770
428,18.0,1774
429,18.0,1778
430,18.0,1782
431,18.0,1786
432,18.0,1790
433,18.0,1794
434,18.0,1798
435,18.0,1802
436,18.0,1806
437,18.0,1810
438,18.0,1814
439,18.0,1818
440,18.0,1822
441,18.0,1826
442,18.0,1830
443,18.0,1834
444,18.0,1838
445,18.0,1842
446,18.0,1846
447,20.0,1852
448,20.0,1858
449,20.0,1864
450,20.0,1870
451,20.0,1876
452,20.0,1882
453,20.0,1888
454,20.0,1894
455,20.0,1900
456,20.0,1906
457,20.0,1912
458,20.0,1918
459,20.0,1924
460,20.0,1930
461,20.0,1936
462,20.0,1942
463,20.0,1948
464,20.0,1954
465,20.0,1960
466,20.0,1966
467,20.0,1972
468,24.0,1975
469,24.0,1978
470,24.0,1981
471,24.0,1984
472,24.0,1987
473,24.0,1990
474,24.0,1993
475,24.0,1996
476,18.0,2003
477,18.0,2010
478,18.0,2017
479,18.0,2024
480,18.0,2031
481,20.0,2036
482,20.0,2041
483,20.0,2046
484,20.0,2051
485,20.0,2056
486,20.0,2061
487,20.0,2066
488,18.0,2075
489,18.0,2084
490,18.0,2093
491,18.0,2102
492,18.0,2111
493,18.0,2120
494,18.0,2129
495,18.0,2138
496,18.0,2147
497,17.0,2151
498,17.0,2155
499,17.0,2159
500,17.0,2165
501,19.0,2172
502,19.0,2179
503,19.0,2186
504,19.0,2193
505,19.0,2200
506,18.0,2201
507,18.0,2202
508,18.0,2203
509,18.0,2204
510,18.0,2205
511,17.0,2209
512,17.0,2213
513,17.0,2217
514,17.0,2221
515,17.0,2225
516,17.0,2229
517,17.0,2233
518,17.0,2237
519,17.0,2241
520,17.0,2245
521,17.0,2249
522,17.0,2253
523,17.0,2257
524,17.0,2261
525,17.0,2265
526,17.0,2269
527,17.0,2273
528,17.0,2277
529,17.0,2281
530,17.0,2285
531,17.0,2289
532,18.0,2294
533,18.0,2299
534,18.0,2304
535,18.0,2309
536,18.0,2314
537,18.0,2319
538,18.0,2324
539,18.0,2329
540,18.0,2334
541,18.0,2339
542,18.0,2344
543,18.0,2349
544,18.0,2354
545,18.0,2359
546,18.0,2364
547,18.0,2369
548,18.0,2374
549,18.0,2379
550,18.0,2384
551,17.0,2388
552,17.0,2392
553,17.0,2396
554,17.0,2400
555,17.0,2404
556,17.0,2408
557,17.0,2412
558,17.0,2416
559,17.0,2420
560,17.0,2424
561,17.0,2428
562,17.0,2432
563,17.0,2436
564,17.0,2440
565,17.0,2444
566,17.0,2445
567,17.0,2446
568,17.0,2447
569,17.0,2448
570,17.0,2449
571,17.0,2450
572,17.0,2451
573,17.0,2452
574,17.0,2453
575,17.0,2454
576,17.0,2455
577,17.0,2456
578,17.0,2457
579,17.0,2458
580,17.0,2459
581,17.0,2460
582,17.0,2461
583,17.0,2462
584,17.0,2463
585,17.0,2464
586,19.0,2471
587,19.0,2478
588,19.0,2485
589,19.0,2492
590,19.0,2499
591,19.0,2506
592,19.0,2513
593,19.0,2520
594,19.0,2527
595,19.0,2534
596,19.0,2541
597,19.0,2548
598,19.0,2555
599,19.0,2562
600,19.0,2569
601,19.0,2576
602,19.0,2583
603,19.0,2590
604,19.0,2597
605,19.0,2604
606,19.0,2611
607,20.0,2617
608,20.0,2623
609,20.0,2631
610,17.0,2638
611,17.0,2645
612,17.0,2652
613,17.0,2659
614,17.0,2666
615,17.0,2673
616,17.0,2680
617,19.0,2685
618,19.0,2690
619,19.0,2695
620,19.0,2700
621,19.0,2705
622,18.0,2711
623,18.0,2717
624,18.0,2723
625,18.0,2729
626,18.0,2737
627,18.0,2745
628,18.0,2753
629,18.0,2761
630,18.0,2769
631,18.0,2777
632,18.0,2785
633,18.0,2793
